-19.404003,23.359533
-3.415834,-24.830972
-10.051760,-3.930030
6.961915,13.253703
-20.870091,-8.381366
-20.886232,-24.520853
15.125592,19.176363
12.017880,19.872621
-5.695848,-20.966475
24.302357,12.390006
5.249895,-24.087700
-6.909640,-20.959105
13.051618,-11.140174
10.960396,8.864159
0.905511,-9.000933
-19.544195,-22.926696
-19.575107,8.422072
-14.861295,3.653005
10.246185,-16.083648
9.399967,1.424133
17.384907,22.478262
5.877623,22.568809
14.414621,-20.245137
6.366667,13.560411
-19.214315,-3.668614
-13.476972,-5.670575
-9.300173,20.959545
-9.343174,1.533007
21.027106,-14.072114
-22.088082,-10.714096
9.971287,-11.003771
0.064757,-20.015101
0.757724,-6.168143
-2.457291,11.529543
16.714375,-4.337680
-1.347934,-12.975992
11.441111,2.773290
-4.861836,-21.895128
-19.198453,-19.672692
-5.487727,-6.226348
0.953993,22.575036
10.233278,-20.602837
-22.808546,20.253878
-13.599497,0.117754
16.486540,-12.271070
-1.348563,-10.096331
-6.180486,5.273236
-3.718612,-17.805085
3.074197,-19.006115
-1.306253,-19.186854
-15.158242,-23.328120
17.130379,-22.012531
3.569620,13.722009
-6.261645,11.265357
-20.213061,19.927642
-6.095266,-15.338615
-21.197434,-9.503789
-15.364878,-13.464995
22.347138,-24.360359
15.385617,-19.569638
-18.776803,7.368655
23.308287,-6.995513
5.150140,17.915541
8.830152,-0.951692
-12.864673,-17.179093
21.741787,-8.835163
1.656974,4.630186
-24.561361,19.941537
23.523041,12.550606
19.008228,11.007139
7.366661,-18.314872
-20.538428,13.789881
7.096518,4.771478
-21.340725,24.511932
-10.015006,-24.219047
6.264419,16.660289
-23.560698,-17.930297
-17.068602,22.285943
11.428405,-7.859229
1.613343,5.232159
-15.165652,-21.631502
20.914140,14.761002
-14.236502,-11.167514
-7.355702,-23.323457
-17.088114,15.942243
-6.496384,13.731643
11.854692,-18.432636
-23.500103,-18.890822
3.043719,-8.018402
-14.089439,-5.526271
20.908388,-11.646899
0.903198,-23.208004
-17.159803,-5.902925
16.516413,3.000197
12.572989,-10.401300
-7.816210,-23.919654
6.069334,-11.096337
5.567588,6.253909
5.449707,-13.085334
4.801722,-15.770043
-23.533387,13.816554
-5.637404,17.105310
22.193386,7.806685
7.987639,-13.874424
21.566596,4.058067
19.296081,22.913035
10.419000,-8.813320
-2.875685,-18.480203
15.681560,12.011318
17.762839,21.426681
-15.700481,-6.633667
-7.339500,-18.929057
3.305525,-17.063287
-15.759384,18.374021
-1.720266,-0.665676
-15.836389,-14.978359
4.571013,-12.347934
14.049853,10.158329
7.773541,13.346514
-21.997593,-0.727143
9.372773,21.194556
8.092783,6.088023
-22.335981,-13.774689
13.166164,16.058920
-23.267499,-16.515669
19.887004,21.044082
10.361685,13.787596
-20.526884,21.005213
-8.308759,-13.739880
-18.082215,-3.136917
-13.038557,7.726313
23.553853,24.917255
23.552190,-22.435528
15.347400,-10.642702
21.153690,-17.011849
9.112250,21.024404
7.200240,-19.447325
-0.162537,-21.373687
24.593683,7.233199
11.203574,-1.737768
-6.004815,-4.929845
-21.021931,15.515326
11.629365,-21.947696
0.686727,-21.667340
1.117390,22.504856
15.717808,3.861820
16.731108,24.611589
22.342626,-15.573010
-0.672327,22.559409
-15.988027,7.278166
-16.070594,-4.055991
4.884752,-19.116464
23.736342,-11.350769
21.376537,-22.248964
2.696243,-23.872510
-10.552210,5.499926
-13.723115,21.763209
13.334851,10.979247
-14.089724,-22.613997
-2.752397,18.086260
-7.439828,-22.485089
-3.950681,15.650237
15.332076,-9.604319
-23.469525,18.844090
-13.343509,1.088681
20.399446,-1.074917
17.052285,-2.409388
16.576769,-8.021656
-17.223340,-5.264864
-9.722032,-5.518169
11.860214,4.610828
5.061447,-20.334460
4.567118,-5.363907
20.590262,19.781246
0.222413,0.028702
14.619404,20.660016
15.234881,-16.979796
7.550881,-10.337442
4.951941,16.823146
-10.100958,14.320491
23.287798,21.127618
21.119057,-14.407861
7.514281,-7.191351
-16.208091,9.610945
-16.057657,21.558711
-8.735326,-3.366114
6.677245,5.493539
-10.827174,9.388751
-9.830323,14.741569
19.566818,18.327850
23.942425,-2.747757
17.600844,10.969175
-0.197042,13.771959
18.773601,-1.570726
10.480706,6.057565
22.666118,9.365715
-12.050182,-16.703152
21.189494,-11.498153
12.778065,0.208832
7.951588,-14.699891
-13.776492,-2.376090
15.982138,15.212215
-3.338152,8.638351
-5.511112,-11.771499
-1.155038,-24.125024
-11.520374,6.223156
4.441374,8.649645
23.485333,-4.954341
19.034350,19.298462
23.172441,-0.882559
0.750312,-0.970843
0.494918,20.452620
2.779977,-9.294832
17.483306,-11.080539
16.970146,18.058988
-18.578571,17.340999
-12.360066,16.122749
-8.206139,4.393489
11.542332,24.211813
9.058241,-12.470436
-8.643942,12.481589
-6.979287,-9.578621
-8.503301,-23.942181
-1.682899,-11.284113
18.553710,24.572313
22.681722,-6.059988
3.210851,24.602825
22.233686,-11.910371
16.631950,7.514598
-11.452946,10.848823
-8.127751,10.861968
-16.626064,11.820483
23.273087,-19.487038
-4.436896,-18.236110
18.296893,4.280673
21.032813,0.720702
14.361763,6.757082
-7.750460,20.684597
-21.534697,-7.085189
13.171486,-3.595390
4.748736,14.824346
3.215318,-10.169217
9.207407,4.846909
6.300702,16.693815
12.067124,-20.635152
11.286204,4.369714
-8.179845,14.584405
-12.154258,-22.321299
-13.354840,-9.817350
21.620622,-22.253779
-2.684139,-11.586930
12.930139,-9.841456
-4.430338,-1.069106
10.413081,11.547118
8.359734,-5.040502
20.764465,1.000296
11.889170,-18.766245
-9.066281,8.005334
19.406731,-3.764789
-10.495408,17.880016
20.940796,22.930824
24.353774,-12.776043
-1.796993,12.854466
17.578472,23.539583
-8.278834,9.371958
-20.836334,4.909478
24.833584,-1.340414
-11.437813,-18.742410
5.668835,-1.330515
21.124097,9.236587
-11.968821,-4.057689
-7.461281,-7.458821
13.451997,-14.789485
1.059037,-15.232439
-7.283579,-14.603735
-7.169060,-19.061733
13.537687,6.441913
-19.725838,23.152265
-21.009564,23.698702
22.913675,19.222151
20.418105,12.044143
-6.471463,12.948930
-20.119263,17.042328
-6.614853,-11.671530
9.518949,-8.839266
